Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
T010149,1,29,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1900 Block Of Franklin Street,94109,2,Pacific Heights,-122.424497572041,37.7923946743847
T030541,4,28,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Kenneth Rexroth Place,94133,3,Chinatown,-122.407972380582,37.79844421214
T071034,7,18,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Noe Street,94114,8,Noe Valley,-122.432054154882,37.7526211420093
T091456,10,13,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,2900 Block Of 25th Street,94110,9,Mission,-122.408512519293,37.7512835735061
T992289,11,3,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2100 Block Of 14th Avenue,94116,7,West of Twin Peaks,-122.470637003578,37.7479423664483
T060350,3,13,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of De Haro Street,94107,10,Potrero Hill,-122.400633135535,37.7539778071358
T091435,10,6,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of Webster Street,94115,5,Pacific Heights,-122.432024926646,37.7879192535751
T070916,6,25,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Belden Place,94104,,,,
T150568,3,26,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2900 Block Of Van Ness Avenue,94109,2,Russian Hill,-122.424654380466,37.8027660137382
T2K1548,7,27,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Leroy Place,94109,3,Nob Hill,-122.415090851181,37.7924987126091
T100762,6,24,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3100 Block Of 24th Street,94110,9,Mission,-122.415724213622,37.7524609842509
T150202,1,27,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Funston Avenue,94122,7,Inner Sunset,-122.469972652076,37.7559141519431
T140427,2,25,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,4200 Block Of Irving Street,94122,4,Sunset/Parkside,-122.503383985194,37.7624583434233
T140248,2,3,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Scott Street,94115,5,Western Addition,-122.437809019514,37.783181516589
T061202,8,15,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Cambon Drive,94132,7,Lakeshore,-122.474173684903,37.7166731173383
T080016,1,9,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Baker Street,94117,5,Hayes Valley,-122.440947780808,37.7741100994836
T121983,12,14,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Alabama Street,94110,9,Mission,-122.411279509344,37.7566903673584
T030061,1,16,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Jersey Street,94114,8,Noe Valley,-122.427915397349,37.7509172052988
T030346,3,11,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,5600 Block Of Mission Street,94112,11,Outer Mission,-122.448063243877,37.7106062182745
T2K2694,11,21,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Alhambra Street,94123,2,Marina,-122.438758575375,37.801941813005
T121203,8,6,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Desmond Street,94134,10,Visitacion Valley,-122.405555051649,37.70988644022
T131619,10,11,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3400 Block Of 16th Street,94114,8,Castro/Upper Market,-122.430494795111,37.7643418582521
T060677,5,16,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of 4th Avenue,94118,1,Inner Richmond,-122.46186991835,37.7763964512727
T160152,1,28,2016,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of 45th Avenue,94122,4,Sunset/Parkside,-122.504728867742,37.757670283826
T120056,1,17,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Athens Street,94112,11,Excelsior,-122.434029836105,37.7140870273948
T010087,1,17,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Peabody Street,94134,10,Visitacion Valley,-122.407308377034,37.7103715820587
T050671,6,14,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2700 Block Of Pacific Avenue,94115,2,Pacific Heights,-122.440488414286,37.7925624697108
T132018,12,17,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3200 Block Of 23rd Street,94110,9,Mission,-122.416954469278,37.7538801432168
T992367,11,15,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Van Ness Avenue,94109,6,Tenderloin,-122.420813103213,37.7836200696767
T141073,6,11,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Franklin Street,94109,5,Western Addition,-122.422536931345,37.7833939649512
T061263,8,28,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Fillmore Street,94117,5,Hayes Valley,-122.430599760982,37.7725647629318
T061099,7,25,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Vallejo Street,94123,2,Marina,-122.431016298138,37.7958030541465
T100739,6,18,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of San Carlos Street,94110,9,Mission,-122.41997716515,37.7593832930579
T2K1307,6,22,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Bush Street,94109,3,Nob Hill,-122.414539182937,37.7893703537131
T2K1343,6,27,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of 16th Avenue,94122,7,Inner Sunset,-122.473128668374,37.7534534052875
T120193,2,8,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of 24th Avenue,94121,1,Outer Richmond,-122.483255989256,37.7735486447246
T061664,11,7,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Van Ness Avenue,94102,6,Tenderloin,-122.419594770182,37.7775400879371
T121560,10,5,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of 20th Avenue,94121,1,Outer Richmond,-122.479380200213,37.7813007246271
T090400,3,9,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Broadway Street,94133,,,,
T011214,6,29,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of 2nd Avenue,94118,1,Inner Richmond,-122.460272496272,37.7840683016871
T100319,3,9,2010,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Byron Court,94112,11,Excelsior,-122.444390891496,37.7094763191617
T070915,6,25,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Belden Place,94104,,,,
T130562,4,15,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Locksley Avenue,94122,7,Inner Sunset,-122.463311606656,37.7592202975486
T130002,1,2,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,400 Block Of Eddy Street,94109,6,Tenderloin,-122.415051136713,37.7835654759009
T110261,3,3,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of 2nd Avenue,94118,1,Inner Richmond,-122.459999331893,37.7821780949992
T140196,2,3,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Divisadero Street,94115,5,Western Addition,-122.439273399555,37.782897250807
